Bandit's Cloak,0,5,0,18,0,0,0,0,0
Bandit's Dagger,12,0,0,0,0,0,4,0,0
Bandit's Hood,0,6,0,16,0,0,0,0,0
Baneblade,205,0,0,0,0,0,0,0,0
Banhammer,300,0,0,0,0,0,0,4,0
Banshee Boots,0,122,0,310,0,48,0,0,0
Banshee Robe,0,122,0,310,0,48,0,0,0
Banshee Veil,0,122,0,310,0,48,0,0,0
Basilisk Talons,180,0,0,0,0,0,0,5,0
Basilisk Tooth,165,0,0,0,0,0,0,0,2
Battle Axe,24,0,0,0,0,0,0,0,0
Battlemage Armor,0,102,0,20,0,0,0,0,0
Battlemage Boots,0,82,0,20,0,0,0,0,0
Battlemage Helmet,0,82,0,20,0,0,0,0,0
Batwing Bow,77,0,12,0,0,0,8,0,0
Beag's Lute,24,24,24,24,0,0,0,14,1
Bearclaw,24,0,12,0,0,0,0,0,0
Beard Bristle,-12,0,0,0,0,0,0,1,2
Bearskin,0,45,0,0,0,0,0,0,0
Beastfelled Boots,20,260,0,140,0,0,0,1,0
Beastfelled Cowl,20,260,0,140,0,20,0,1,0
Beastfelled Cuirass,20,310,0,95,0,0,0,1,0
Beastfelled Garb,20,260,0,140,0,0,0,1,0
Beastfelled Helmet,20,310,0,95,0,20,0,1,0
Beastfelled Hood,0,60,20,290,0,20,0,1,0
Beastfelled Leggings,20,310,0,95,0,0,0,1,0
Beastfelled Robe,0,60,20,290,0,0,0,1,0
Beastfelled Shoes,0,60,20,290,0,20,0,1,0
Beatrice's Staff,0,0,65,0,0,20,0,0,0
Bedsheet,0,172,0,198,0,0,0,0,0
Beguiled Armor,0,270,0,0,495,0,0,-10,0,1
Beguiled Armor X,0,280,0,0,505,0,0,-8,0
Beguiled Axe,230,0,0,0,50,0,0,10,1
Beguiled Axe X,240,0,0,0,60,0,0,11,1
Beguiled Blade,270,0,0,0,0,60,120,0,2
Beguiled Blade X,280,0,0,0,0,90,160,0,3
Beguiled Boots,0,230,0,110,345,0,24,-10,0
Beguiled Boots X,0,240,0,110,355,0,24,-8,0
Beguiled Cowl,0,230,0,110,345,0,24,-10,0
Beguiled Cowl X,0,240,0,110,355,0,24,-8,0
Beguiled Garb,0,230,0,110,345,0,24,-10,0
Beguiled Garb X,0,240,0,110,355,0,30,-8,0
Beguiled Heavy Boots,0,270,0,0,495,0,0,-10,0
Beguiled Heavy Boots X,0,280,0,0,505,0,0,-8,0
Beguiled Helmet,0,270,0,0,495,0,0,-10,0
Beguiled Helmet X,0,280,0,0,505,0,0,-8,0
Beguiled Hood,0,110,0,230,345,0,24,-10,0
Beguiled Hood X,0,110,0,240,352,0,30,-8,0
Beguiled Lute,0,280,280,0,0,0,0,5,0
Beguiled Lute X,285,0,285,0,0,0,0,6,0
Beguiled Mystic Katar,0,0,0,0,0,0,80,29,4
Beguiled Mystic Katar X,0,0,0,0,0,0,90,31,5
Beguiled Quarterstaff,0,0,220,0,0,0,0,3,0
Beguiled Quarterstaff X,0,0,240,0,0,0,0,4,0
Beguiled Robe,0,110,0,230,345,0,24,-10,0
Beguiled Robe X,0,110,0,240,355,0,24,-8,0
Beguiled Shoes,0,110,0,230,345,0,24,-10,0
Beguiled Shoes X,0,110,0,240,355,0,24,-10,0
Beguiled Staff,0,0,260,0,0,180,0,5,2
Beguiled Staff X,0,0,270,0,0,180,0,6,3
Beithir's Staff,0,0,190,0,0,0,0,21,2
Belenus's Boots,0,70,0,70,0,0,0,3,0
Belt,0,0,0,0,0,0,15,0,0
Belt of Cerus,0,0,0,0,100,0,0,0,0
Beowulf's Charm,0,0,0,0,60,60,0,0,0
Bestial Eye,0,-25,0,-25,-25,-25,0,0,0
Beta Myrddin,0,0,143,0,36,52,0,0,0
Beta Myrddin Cloak,0,140,0,80,0,0,36,0,0
Beta Myrddin Cowl,0,142,0,0,0,32,32,0,0
Beta Myrddin Hood,0,49,0,142,0,32,0,0,0
Beta Myrddin Robe,0,0,0,143,0,0,0,0,0
Beta Myrddin Shield,0,0,0,0,100,0,0,19,0
Bident,272,0,0,0,0,0,95,0,4
Black Dragon Armor,0,300,0,160,0,0,0,0,0
Black Dragon Greaves,0,300,0,160,0,0,0,0,0
Black Dragon Helmet,0,300,0,160,0,0,0,0,0
Black Witch Staff,15,0,140,0,0,0,0,0,0
Blackened Eye of Kerberos,10,10,10,10,0,0,0,1,0
Blessed Rune Armor,0,45,0,115,0,0,0,0,0
Blessed Rune Helmet,0,45,0,115,0,0,0,0,0
Blessed Rune Leggings,0,45,0,115,0,0,0,0,0
Blight Arrows,24,0,0,0,0,0,0,-25,0
Blight Pendant,0,0,0,0,0,0,0,0,0
Blood Sword,102,0,0,0,0,0,0,0,0
Bloodwarg Grimoire,0,0,24,12,0,0,0,19,0
Blue Crystal,0,0,0,0,0,50,0,0,0
Blue Dagger,26,0,5,0,0,0,0,0,0
Blue Eye of Kerberos,0,0,0,0,24,24,4,0,1
Blue Feather,0,0,0,0,0,0,8,0,0
Blue Gem,0,0,0,0,0,25,0,0,0
Blue Wand,5,0,25,0,0,0,0,0,0
Bolt,122,0,20,0,0,0,0,0,0
Bone Shield,0,24,0,0,24,0,0,12,0
Bonecrusher,102,0,0,0,0,0,0,0,0
Bonesong,118,0,118,0,0,0,0,0,0
Book of Darkness,20,0,20,0,0,0,0,0,0
Book of Darkness X,20,0,20,0,0,0,0,0,0
Book of Earth,0,0,20,0,0,0,0,0,0
Book of Earth X,0,0,20,0,0,0,0,0,0
Book of Fire,0,0,20,0,0,0,0,0,0
Book of Fire X,0,0,20,0,0,0,0,0,0
Book of Light,20,0,20,0,0,0,0,0,0
Book of Light X,20,0,20,0,0,0,0,0,0
Book of Lightning,0,0,20,0,0,0,0,0,0
Book of Lightning X,0,0,20,0,0,0,0,0,0
Book of the Arcane,25,0,25,0,0,0,0,0,0
Book of the Arcane X,25,0,25,0,0,0,0,0,0
Book of the Dragon,20,0,20,0,0,0,0,0,0
Book of the Dragon X,20,0,20,0,0,0,0,0,0
Book of Water,0,0,20,0,0,0,0,0,0
Book of Water X,0,0,20,0,0,0,0,0,0
Boots of Earth,0,15,0,66,0,0,0,0,0
Boots of Fire,0,10,0,44,0,0,0,0,0
Boots of Storm,0,5,0,22,0,0,0,0,0
Boots of the Sea,0,28,0,88,0,0,0,0,0
Boots of Wolves,0,24,0,20,0,0,0,0,0
Boreal's Staff,0,0,90,0,0,15,0,0,0
Bormana's Mantle,0,105,0,-40,0,0,0,3,0
Boulderbold,90,0,0,0,0,0,0,0,0
Bow,15,0,0,0,0,0,0,0,0
Bow of Diana,145,0,0,0,0,0,52,0,0
Bow of Scales,60,0,22,0,0,0,0,0,0
Bow of the Chimera,232,0,0,0,0,0,26,0,0
Bow of Tiamat,170,0,55,0,0,0,10,0,0
Bow of Typhon,180,0,-40,0,0,0,0,0,0
Bricriu's Bow,24,0,24,0,0,0,0,12,0
Brilliant Feathers,232,0,0,0,0,0,0,28,4
Briny Pendant,0,0,0,0,0,0,0,0,0
Broadsword,15,0,0,0,0,0,0,0,0
Buckler,0,0,0,0,0,0,0,9,0
Bull's Eye,0,4,0,4,32,0,0,1,0
Bulwark,0,245,0,245,0,0,0,2,0
Caladbolg,120,0,70,0,0,0,0,0,0
Calloused Hands of Oceanus,0,0,0,90,-100,400,20,0,0
Candle-pike,118,0,42,0,0,0,12,0,0
Candle-staff,42,0,118,0,0,0,24,0,0
Candy Cane,0,0,132,0,0,45,45,0,0
Cane,2,0,15,0,0,0,0,0,0
Carl's Dagger,22,0,0,0,0,0,0,0,9
Carl's Ring,5,5,0,0,10,10,0,0,0
Carl's Ring [Mimic],72,36,72,36,200,200,24,1,0
Carnwennan,148,0,0,0,0,0,0,0,0
Caroling Lute,122,0,122,0,0,0,70,0,0
Castor's Archistaff,0,0,212,20,0,60,20,0,0
Caticatona Cuirass,0,105,0,-40,0,0,0,3,0
Caturix's Robe,0,-40,0,115,0,0,0,0,0
Celestial Archistaff,0,0,410,70,0,0,0,55,4
Celestial Axe,410,35,0,0,70,0,0,20,0
Celestial Bow,410,0,0,0,70,70,190,3,0
Celestial Greatbow,410,0,0,0,70,70,210,55,0
Celestial Hammer,410,70,0,0,90,0,0,60,0
Celestial Lute,380,70,380,70,60,0,0,2,0
Celestial Quarterstaff,0,0,390,60,0,0,0,4,0
Celestial Scythe,410,0,0,0,0,0,0,55,6
Celestial Staff,0,0,410,70,0,0,0,2,2
Celestial Thinblade,410,35,0,0,70,0,0,0,4
Chained Shadeblades,170,0,0,0,0,0,20,20,3
Chained Shadowblades,120,0,0,0,0,0,20,15,3
Chainmail,0,5,0,1,0,0,0,0,0
Chainmail Leggings,0,5,0,1,0,0,0,0,0
Charon's Grimoire,0,40,0,40,0,0,0,26,0
Charon's Shade Staff,0,0,190,0,0,0,0,0,0
Charon's Shadow Staff,0,0,140,0,0,0,0,0,0
Chef Pants,0,130,0,40,0,0,0,4,0
Chestguard of Dynasty,0,220,0,110,0,0,20,2,1
Chimera Armor,0,242,0,115,0,0,0,0,0
Chimera Greaves,0,242,0,115,0,0,0,0,0
Chimera Helmet,0,242,0,115,0,0,0,0,0
Chimera Stacatto,275,0,275,0,0,0,0,0,0
Claymore,30,0,0,0,0,0,0,0,0
Cliffside Cuirass,0,205,0,205,0,0,0,0,0
Clogs of Dynasty,0,220,0,110,0,0,20,2,1
Clota's Garb,0,88,0,88,0,-40,0,2,0
Clurichaun Arrows,24,0,24,0,0,0,0,0,0
Clurichaun Soul Blade,180,0,-60,0,0,-60,0,0,0
Cockatrice Mail,0,182,0,24,0,0,0,0,0
Coiled Shield,0,0,0,0,0,0,0,16,0
Coin Purse,0,0,0,0,0,0,0,0,0
Colada,199,0,0,0,0,0,0,0,0
Colossal Armor,0,180,0,-40,0,0,0,0,0
Colossal Helmet,0,180,0,-40,0,0,0,0,0
Colossal Leggings,0,180,0,-40,0,0,0,0,0
Conall's Wand,0,0,30,20,0,0,0,8,0
Contraption,2,2,2,2,8,8,2,1,0
Coral Armor,0,-175,0,202,0,0,0,0,0
Coral Boots,0,-175,0,202,0,0,0,0,0
Coral Cowl,0,-175,0,202,0,0,0,0,0
Coral Garb,0,-175,0,202,0,0,0,0,0
Coral Helmet,0,-175,0,202,0,0,0,0,0
Coral Hood,0,-175,0,202,0,0,0,0,0
Coral Robe,0,-175,0,202,0,0,0,0,0
Cormac's Shotel,0,0,0,0,0,0,120,0,8
Count's Garment,0,40,0,60,0,0,0,0,0
Count's Hood,0,40,0,60,0,0,0,0,0
Court Jester's Outfit,0,85,0,85,0,0,0,0,0
Court Staff,0,0,164,0,0,0,0,0,0
Covyn's Dark Armor,0,20,0,180,600,0,180,4,0
Covyn's Dark Leggings,0,20,0,180,600,0,180,4,0
Covyn's Dark Mask,22,22,22,22,0,0,2,2,0
Covyn's Great Scythe,370,0,0,0,0,333,0,-50,0
Covyn's Hemmed Robe,0,270,0,0,495,0,0,-10,0
Covyn's Hemmed Skirt,0,230,0,110,375,0,24,-10,0
Covyn's Hood,11,11,11,11,0,0,2,1,0
Covyn's Robe,0,135,0,0,165,0,0,-10,0
Covyn's Scythe,120,0,120,0,0,80,0,-10,0
Covyn's Skirt,0,115,0,55,115,0,12,-10,0
Covyn's Soul Hunt Scythe,280,0,0,0,0,0,90,36,4
Covyn's Wolven Hood,22,22,22,22,0,0,2,2,0
Coward's Blade,190,0,0,0,25,25,50,0,0
Coward's Boots,0,180,0,45,0,0,45,0,0
Coward's Cloak,0,180,0,45,0,0,45,0,0
Coward's Cowl,0,180,0,45,0,0,45,0,0
Cowl of Dynasty,0,220,0,110,0,0,20,2,1
Cracked Mirror,0,0,0,0,0,-240,0,-100,0
Crest of Avalon,0,0,0,0,0,0,0,27,0
Crimson Eye,30,30,30,30,50,25,10,0,0
Crimson Pinion,24,-40,0,0,0,-40,0,0,0
Crook and Flail,260,12,260,12,0,0,12,31,13
Crooked Shotel,178,0,0,0,0,0,34,0,0
Crossbow,20,0,0,0,0,0,0,0,0
Crow's Feathers,0,5,0,7,0,0,12,0,0
Crowsong,272,0,272,0,0,0,32,0,0
Crucifix,50,0,155,0,0,0,0,0,0
Crusading Armor,0,244,0,30,0,0,0,0,0
Crusading Boots,0,244,0,30,0,0,0,0,0
Crusading Helmet,0,244,0,60,0,0,0,0,0
Crystal Eye,2,2,2,2,10,10,0,0,0
Crystal Halberd,92,0,80,0,0,0,0,0,0
Crystal Staff,0,0,156,15,0,0,0,0,0
Crystalis,160,0,100,0,0,0,0,0,0
Cuirass of Dynasty,0,290,0,65,0,0,0,2,0
Cursed Aengus Og's Lute,60,0,60,0,0,0,0,24,0
Cursed Artio's Hide,0,140,0,140,0,0,0,3,0
Cursed Atepomarus Mail,0,170,0,170,0,0,0,3,0
Cursed Autumna Crested Shield,0,140,0,140,0,0,0,24,0
Cursed Belenus's Boots,0,140,0,140,0,0,0,3,0
Cursed Boots,-40,100,-40,190,0,0,0,0,0
Cursed Bormana's Mantle,0,210,0,-80,0,0,0,3,0
Cursed Caticatona Cuirass,0,210,0,-80,0,0,0,3,0
Cursed Caturix's Robe,0,-80,0,230,0,0,0,3,0
Cursed Clota's Garb,0,176,0,176,0,-40,0,2,0
Cursed Damona's Shield,0,92,0,92,0,0,0,18,0
Cursed Eostre's Circlet,0,210,0,-80,0,0,0,0,0
Cursed Esus's Pillar,0,60,0,6,0,0,0,16,0
Cursed Fomor's Crown,0,140,0,140,0,0,0,2,0
Cursed Fomor's Crown,0,190,0,-160,0,0,0,2,0
Cursed Fomor's Crown,0,-160,0,190,0,0,0,2,0
Cursed Fomor's Crown,0,120,0,120,0,0,0,2,0
Cursed Fomoria Plated Boots,0,120,0,120,0,0,0,0,0
Cursed Fomoria Plated Boots,0,140,0,140,0,0,0,0,0
Cursed Fomoria Plated Boots,0,-160,0,190,0,0,0,0,0
Cursed Fomoria Plated Boots,0,190,0,-160,0,0,0,0,0
Cursed Fomoria Plated Robe,0,-160,0,190,0,0,0,0,0
Cursed Fomoria Plated Robe,0,190,0,-160,0,0,0,0,0
Cursed Fomoria Plated Robe,0,140,0,140,0,0,0,0,0
Cursed Fomoria Plated Robe,0,120,0,120,0,0,0,0,0
Cursed Gobannos' Heavy Boots,0,210,0,-80,0,0,0,3,0
Cursed Goibhniu Armguard,0,52,0,52,0,0,0,20,0
Cursed Hood,-40,100,-40,190,0,0,0,0,0
Cursed Imona's Slippers,0,-80,0,210,0,0,0,3,0
Cursed Lero's Hood,0,-80,0,210,0,0,0,3,0
Cursed Monster Tome,-25,-25,-25,-25,-100,-100,0,0,0
Cursed Mullo's Blinders,0,140,0,140,0,0,0,3,0
Cursed Niskus' Boots,0,196,0,196,0,-40,0,2,0
Cursed Nocturna Crested Shield,0,120,0,120,0,0,0,24,0
Cursed Ogmios' Satin Robe,0,-80,0,210,0,0,0,3,0
Cursed Ring,50,-100,50,-100,0,0,0,0,0
Cursed Robe,-40,100,-40,190,0,0,0,0,0
Cursed Sabrina's Cowl,0,196,0,196,0,-40,0,2,0
Cursed Sequana's Chestpiece,0,206,0,206,0,0,0,4,0
Cursed Sumner Crested Shield,0,190,0,-160,0,0,0,24,0
Cursed Wintara Crested Shield,0,-160,0,190,0,0,0,24,0
Cutlass,49,0,0,0,0,0,0,0,0
Dagda Armor,0,140,0,45,0,0,0,1,0
Dagda Boots,0,110,0,110,0,0,12,1,0
Dagda Cowl,0,110,0,110,0,0,12,1,0
Dagda Garb,0,110,0,110,0,0,12,1,0
Dagda Helmet,0,140,0,45,0,0,0,1,0
Dagda Hood,0,45,0,140,0,0,0,1,0
Dagda Leggings,0,140,0,45,0,0,0,1,0
Dagda Robe,0,45,0,140,0,0,0,1,0
Dagda Shoes,0,45,0,138,0,0,0,1,0
Dagger,10,0,0,0,0,0,0,0,0
Dalan's Hood,0,0,18,80,0,50,0,0,0
Dalan's Robe,0,0,18,80,0,50,0,0,0
Damona's Shield,0,46,0,46,0,0,0,6,0
Dangy's Arisen Glasses,0,240,0,112,320,0,0,0,0
Dangy's Chinos,0,170,0,35,50,0,0,3,0
Dangy's Fancy T-shirt,0,212,0,212,120,120,0,5,0
Dangy's Glasses,0,170,0,35,50,0,0,3,0
Dangy's House Keys,72,36,72,36,200,200,24,1,0
Dangy's Laptop,0,0,0,0,0,0,0,35,0
Dangy's T-shirt,0,170,0,35,50,0,0,6,0
Dangy's Tan Chinos,0,270,0,35,50,0,0,3,0
Dark Elf Boots,0,60,0,60,0,0,10,0,0
Dark Elf Cowl,0,60,0,60,0,0,0,0,0
Dark Elf Garb,0,60,0,60,0,0,10,0,0
Dark Elf Hood,0,40,0,80,0,0,0,0,0
Dark Elf Robe,0,60,0,60,0,0,10,0,0
Dark Elven Katana,110,0,0,0,0,0,10,0,1
Dark Eye of Kerberos,0,0,0,0,0,0,0,1,0
Dark Garb,0,38,0,24,0,0,6,0,0
Dark Mage Hood,0,32,0,42,0,0,0,0,0
Dark Mage Robe,0,32,0,42,0,0,0,0,0
Dark Staff,5,0,90,0,0,0,0,0,0
Darkest Garb,0,168,0,52,0,0,6,0,0
Dawn Armor,0,132,12,22,22,0,0,0,0
Dawn Boots,0,56,0,56,12,0,12,0,0
Dawn Cowl,0,130,0,22,0,22,22,0,0
Dawn Garb,0,130,0,0,0,12,33,0,0
Dawn Helmet,0,130,0,22,22,0,0,0,0
Dawn Hood,0,30,0,130,0,22,12,0,0
Dawn Robe,0,33,0,130,0,32,12,0,0
Dawnbreaker [bow],130,0,20,0,0,12,60,0,0
Dawnbreaker [staff],0,0,130,0,0,50,0,0,0
Dawnbreaker [sword],130,0,0,0,25,25,0,0,0
Daybreak [bow],260,0,20,0,0,12,60,0,0
Daybreak [staff],0,0,260,0,0,50,0,0,0
Daybreak [sword],260,0,0,0,25,25,0,0,0
Deadwood Staff,0,0,105,0,0,0,0,0,0
Deathbringer,180,0,20,0,0,0,5,0,0
Del Chliss,15,0,220,0,0,0,0,0,0
Delta Myrddin,0,0,168,0,48,64,0,0,0
Delta Myrddin Cloak,0,165,0,105,0,0,48,0,0
Delta Myrddin Cowl,0,167,0,0,0,44,44,0,0
Delta Myrddin Hood,0,74,0,167,0,44,0,0,0
Delta Myrddin Robe,0,0,0,168,0,0,0,0,0
Delta Myrddin Shield,0,0,0,0,112,0,0,22,0
Delta Olympia Archistaff,0,0,72,0,0,0,36,2,0
Delta Olympia Boots,0,52,0,52,96,0,36,0,1
Delta Olympia Cowl,0,52,0,52,96,0,36,0,1
Delta Olympia Cuirass,0,72,0,33,96,0,0,0,0
Delta Olympia Garb,0,52,0,52,96,0,36,0,1
Delta Olympia Greaves,0,72,0,33,96,0,0,0,0
Delta Olympia Helmet,0,72,0,33,96,0,0,0,0
Delta Olympia Hood,0,33,0,72,96,0,0,0,0
Delta Olympia Shoes,0,33,0,72,96,0,0,0,0
Delta Olympia Vestment,0,33,0,72,96,0,0,0,0
Delta Olympia Warbow,76,0,0,0,0,0,72,2,4
Delta Olympia Warsword,72,0,0,0,0,0,0,2,2
Demeter's Halberd,250,0,0,0,0,0,32,3,0
Demeter's Staff,0,0,250,0,0,200,0,0,0
Demonic Blade,78,0,0,0,0,0,0,0,0
Dingy Robe,0,5,0,5,0,0,0,0,0
Dioscuri Archistaff,0,0,122,20,0,20,20,0,0
Dioscuri Greataxe,202,20,0,0,0,0,0,0,0
Dioscuri Greatbow,0,0,202,0,0,20,20,0,0
Dioscuri Magic Ring,-100,-50,100,0,-50,0,0,0,0
Dioscuri Ring,100,0,-100,-50,0,-50,0,0,0
Dirk,35,0,0,0,0,0,0,0,0
Distorted Manablades,0,0,180,0,0,0,20,20,3
Distorted Rift Armor,0,140,0,90,50,0,0,6,0
Distorted Rift Boots,0,130,0,130,0,0,25,0,3
Distorted Rift Chestguard,0,40,0,190,0,0,0,1,0
Distorted Rift Chestplate,0,120,0,120,0,0,25,0,3
Distorted Rift Cowl,0,120,0,160,0,0,25,0,3
Distorted Rift Headdress,0,40,0,190,0,0,0,1,0
Distorted Rift Helmet,0,170,0,35,50,0,0,3,0
Distorted Rift Leggings,0,170,0,35,50,0,0,3,0
Distorted Rift Legwraps,0,40,0,190,0,0,0,1,0
Distorted Riftshield,0,0,0,120,0,0,0,14,0
Distorted Riftstaff,0,0,180,0,0,0,0,0,0
Distorted Riftsword,185,0,0,0,0,0,0,20,0
Dokkalfar Armor,0,190,0,0,0,0,0,0,0
Dokkalfar Boots,0,95,0,95,0,0,0,0,0
Dokkalfar Cowl,0,165,0,0,0,0,25,0,0
Dokkalfar Gada,198,0,0,0,0,0,0,0,0
Dokkalfar Garb,0,165,0,0,0,0,30,0,0
Dokkalfar Helmet,0,182,0,0,0,0,0,0,0
Dokkalfar Hood,0,40,0,165,0,0,0,0,0
Dokkalfar Robe,0,40,0,165,0,0,0,0,0
Dokkalfar Staff,0,0,185,0,0,30,0,0,0
Dokkalfar Sword,175,0,0,0,0,0,0,0,0
Donta's Shield,0,0,0,0,90,0,0,19,0
Dracon Bow,77,0,0,0,0,0,20,0,0
Dracon Shield,0,0,0,0,0,0,0,9,0
Dracon Staff,0,0,77,0,0,20,0,0,0
Dracon Sword,77,0,12,0,20,0,0,0,0
Draconian Amulet,0,0,0,0,30,20,0,0,0
Draconian Archistaff,8,0,48,0,0,0,0,0,0
Draconian Armor,0,25,0,15,0,0,0,0,0
Draconian Boots,0,14,0,12,0,0,2,0,0
Draconian Bow,25,0,0,0,0,0,0,0,0
Draconian Cowl,0,10,0,10,0,0,2,0,0
Draconian Garb,0,16,0,12,0,0,3,0,0
Draconian Hood,0,20,0,20,0,0,0,0,0
Draconian Leggings,0,25,0,15,0,0,0,0,0
Draconian Robe,0,15,0,25,0,0,0,0,0
Draconian Sceptre,5,0,50,0,0,0,0,0,0
Draconian Staff,3,0,30,0,0,0,0,0,0
Draconian Sword,30,0,0,0,0,0,0,0,0
Dragon Crested Shield,0,0,0,0,0,0,0,15,0
Dragon Dagger,120,0,0,0,0,0,0,0,0
Dragon Scroll,0,0,48,0,0,80,0,-50,0
Dragon Sword,110,0,0,0,0,0,0,0,0
Dragon's Arc,188,0,0,0,0,0,0,0,0
Dragonsong,142,0,142,0,0,0,0,0,0
Dragoon's Charm,0,0,0,0,0,0,0,0,0
Drake Armor,0,55,0,20,0,0,0,0,0
Drake Boots,0,38,0,32,0,0,0,0,0
Drake Helmet,0,75,0,20,0,0,0,0,0
Drake Leggings,0,75,0,20,0,0,0,0,0
Draugr Staff,0,0,68,0,0,28,0,0,0
Dudley's Hammer,85,0,0,0,0,0,0,10,0
Duke's Shield,0,0,0,0,0,0,0,12,0
Dune Blade,110,0,0,0,0,0,10,0,0
Durandal,140,0,0,0,0,0,0,0,0
Dusk Armor,0,199,0,22,22,0,0,0,0
Dusk Boots,0,96,0,96,12,0,12,0,0
Dusk Cowl,0,199,0,22,0,22,22,0,0
Dusk Garb,0,199,0,0,0,12,33,0,0
Dusk Helmet,0,199,0,22,22,0,0,0,0
Dusk Hood,0,30,0,199,0,22,12,0,0
Dusk Robe,0,33,0,199,0,32,12,0,0
Duskbreaker [bow],199,0,20,0,0,12,60,0,0
Duskbreaker [staff],0,0,199,0,0,50,0,0,0
Duskbreaker [sword],199,0,0,0,25,25,0,0,0
Dynasty,49,0,272,0,0,0,0,0,0
Dyrnwyn,130,0,50,0,0,0,0,0,0
Earthen Arrows,12,0,0,0,0,0,0,-25,0
Earthen Belt,0,0,0,0,0,0,0,0,0
Earthen Pike,130,0,0,0,0,0,0,0,0
Earthen Sceptre,8,0,70,0,0,0,0,0,0
Eastern Regalia,295,24,295,24,95,95,0,35,5
Ebon Candy Cane,0,0,231,0,0,74,74,0,0
Ebon Caroling Lute,221,0,221,0,0,0,92,0,0
Ebon Jolly Stockings,0,190,0,190,0,0,0,0,0
Ebon North Star,0,0,80,0,0,0,0,12,0
Ebon Reinbow,231,0,0,0,0,0,198,0,0
Ebon Sleighblade,231,0,0,0,0,144,48,5,0
Ebon Top Hat,0,199,0,199,-90,90,0,0,0
Ectoplasm,-40,-40,-40,-40,0,0,0,0,0
Elite Balor Archistaff,0,0,235,0,-114,114,0,0,0
Elite Balor Armor,0,235,0,23,0,0,0,0,0
Elite Balor Helmet,0,235,0,21,0,0,0,0,0
Elite Balor Katana,235,-46,0,0,0,0,10,0,1
Elite Balor Leggings,0,235,0,20,0,0,0,0,0
Elite Balor Robe,0,23,0,235,0,0,0,0,0
Elite Balor Shield,0,0,0,0,0,0,0,25,0
Elite Balor Sword,120,0,0,0,0,0,0,0,0
Elite Draconian Armor,0,168,0,0,100,0,0,0,0
Elite Draconian Boots,0,168,0,48,0,0,30,0,0
Elite Draconian Cowl,0,168,0,48,0,0,30,0,0
Elite Draconian Garb,0,168,0,48,0,0,30,0,0
Elite Draconian Hood,0,48,0,168,0,0,0,0,0
Elite Draconian Leggings,0,178,0,0,82,0,30,0,0
Elite Draconian Robe,0,48,0,168,0,100,0,0,0
Elite Draconian Staff,0,0,178,0,0,0,30,0,0
Elite Draconian Sword,178,0,0,0,0,0,32,0,0
Elite Dune Blade,126,0,0,0,0,0,10,0,0
Elite Fomorian Armor,0,199,0,19,0,0,0,0,0
Elite Fomorian Boots,0,199,0,0,0,0,42,0,0
Elite Fomorian Cowl,0,199,0,42,0,0,0,0,0
Elite Fomorian Garb,0,199,0,0,0,0,42,0,0
Elite Fomorian Hood,0,19,0,199,0,0,0,0,0
Elite Fomorian Leggings,0,199,0,19,0,0,0,0,0
Elite Fomorian Robe,0,51,0,199,0,0,0,0,0
Elite Fomorian Staff,12,0,199,0,0,0,0,0,0
Elite Fomorian Sword,205,0,0,0,0,0,0,0,0
Elite Nothren Armor,0,202,0,45,24,0,0,0,0
Elite Nothren Boots,0,202,0,45,0,0,15,0,0
Elite Nothren Cowl,0,202,0,45,0,0,15,0,0
Elite Nothren Garb,0,202,0,45,0,0,15,0,0
Elite Nothren Greaves,0,202,0,45,24,0,0,0,0
Elite Nothren Helmet,0,202,0,45,24,0,0,0,0
Elite Nothren Hood,0,202,0,45,0,33,0,0,0
Elite Nothren Robe,0,202,0,45,0,33,0,0,0
Elite Nothren Shield,0,0,0,0,0,0,0,24,0
Elite Nothren Shoes,0,202,0,45,0,33,0,0,0
Elven Katana,110,0,0,0,0,0,10,0,1
Elven Staff,20,0,105,0,0,0,0,0,0
Elven Sword,87,0,0,0,0,0,10,0,0
Ember-Plumed Boots,0,113,0,14,0,0,18,0,0
Ember-Plumed Cowl,0,113,0,14,0,0,18,0,0
Ember-Plumed Cuirass,0,113,0,14,0,0,0,0,0
Ember-Plumed Garb,0,113,0,14,0,0,18,0,0
Ember-Plumed Greaves,0,113,0,14,0,0,0,0,0
Ember-Plumed Helmet,0,113,0,14,0,0,0,0,0
Ember-Plumed Hood,0,14,0,113,0,0,0,0,0
Ember-Plumed Robe,0,14,0,113,0,0,0,0,0
Ember-Plumed Shoes,0,14,0,113,0,12,0,0,0
Embla Hood,0,0,13,187,0,0,0,0,0
Embla Robe,0,0,13,187,0,0,0,0,0
Embla Shoes,0,0,13,187,0,0,0,0,0
Emerald Pinion,0,0,-60,40,0,0,0,0,0
Enchanted Skull,0,0,0,0,0,0,0,0,0
Endbringer,210,40,0,40,0,0,0,9,0
Eostre's Circlet,0,105,0,-40,0,0,0,0,0
Estoc,142,0,0,0,0,0,40,0,0
Esus's Pillar,0,30,0,30,0,0,0,4,0
Everlasting Torch,0,0,0,0,0,0,0,2,0
Excalibur,190,0,77,0,25,25,0,0,0
Excalibur [mimic],190,0,77,0,25,25,0,0,0
Eye of the Feyger,152,0,152,0,0,0,0,0,0
Eye of the Morrigan,12,8,12,8,0,0,8,0,2
Fail-not,155,0,0,0,0,0,33,0,3
Fairy's Ring,0,0,0,0,0,200,64,0,0
Fairy's Scroll,0,0,0,0,0,182,64,-22,0
